,c_name,c_type,definition,relation,sub_name,link
821,Trade Finance Association Management,Capability,Ability to manage the relationship of trade finance with other business objects and/or utilize other capabilities in the management of trade finance. ,composed of,Trade Finance to Risk Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=161016
822,Trade Finance Association Management,Capability,Ability to manage the relationship of trade finance with other business objects and/or utilize other capabilities in the management of trade finance. ,composed of,Trade Finance / Collateral Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=161021
823,Trade Finance Association Management,Capability,Ability to manage the relationship of trade finance with other business objects and/or utilize other capabilities in the management of trade finance. ,composed of,Trade Finance / Agreement Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=161025
824,Trade Finance Association Management,Capability,Ability to manage the relationship of trade finance with other business objects and/or utilize other capabilities in the management of trade finance. ,is part of,Trade Finance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130830
825,Trade Finance Fees Management,Capability,Ability to manage trade finance fees and charges ,is part of,Trade Finance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130830
826,Trade Verification Management,Capability,Ability to manage trade documentary evidence ,is part of,Trade Finance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130830
827,Payment Association Management,Capability,Ability to manage the relationship of payments with other business objects and/or utilize other capabilities in the management of payments. ,composed of,Payment to Agreement Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=175217
828,Payment Association Management,Capability,Ability to manage the relationship of payments with other business objects and/or utilize other capabilities in the management of payments. ,composed of,Payment to Information Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=175224
829,Payment Association Management,Capability,Ability to manage the relationship of payments with other business objects and/or utilize other capabilities in the management of payments. ,composed of,Payment to Parties Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=175226
830,Payment Association Management,Capability,Ability to manage the relationship of payments with other business objects and/or utilize other capabilities in the management of payments. ,composed of,Payment to Risk Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=175228
831,Payment Association Management,Capability,Ability to manage the relationship of payments with other business objects and/or utilize other capabilities in the management of payments. ,is part of,Payment Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130270
832,Payment Notification,Capability,"The ability to provide payment advices and notices e.g. posting confirmations, detail reconciliation files for consolidated postings.",is part of,Payment Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130270
833,Payment Valuation,Capability,Ability to set and/or determine the monetary value of a payment.  ,is part of,Payment Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130270
834,Payment Validation,Capability,Ability to verify all aspects of a payment. ,is part of,Payment Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130270
835,Financial Plan Association Management,Capability,Ability to manage the relationship of financial plans with other business objects and/or utilize other capabilities in the management of financial plans. ,composed of,Financial Plan to Information Association,https://bian.org/servicelandscape-12-0-0/object_6.html?object=118781
